"143","Spider-Man","true","All cards on your team from Spider-Man’s Rogue’s Gallery are captured."
"144","Spider-Woman","true","This boss takes no damage unless the enemy controls a card with red power at the end of the match."
"145","Squirrel Girl","true","This boss has 12 base HP. At the end of the match, this boss takes 1 damage for each 1-cost card you control (unless you retreat)."
"146","Star-Lord","true","This boss takes -1 Damage unless you have a Guardian of the Galaxy in your deck."
"147","Storm","true","After the first 3 matches, you can no longer retreat from this boss."
"148","Strong Guy","true","This boss has 10 base HP. This boss takes double damage if you have no cards in your hand at the end of the match."
"149","Sunspot","true","This boss has 20 Base HP. Each turn you don’t spend energy, deal damage to this boss equal to the amount of energy (unless you retreat)."
"150","Swarm","true","This boss does not take damage from forced retreats, unless you snap."
"151","Sword Master","true","The first card discarded from your hand each match is wounded."
"152","Taskmaster","true","This boss’s HP is equal to the highest-POW card in your deck (min. 1)."
"153","The Collector","true","Your deck can only include cards you have upgraded to infinity."
"154","The Hood","true","This boss has 1 HP. Summon a 6-HP Demon to another location in this world as an additional Boss. The Demon has no boss Effect."
"155","The Infinaut","true","This boss takes no damage unless you have one of the highest POW cards on the field."
"156","Punisher","true","The number of cards this boss captures or wounds at the end of a match is equal to its missing HP (max 4)."
"157","The Thing","true","This boss has 6 base HP."
"158","Thor","true","This boss has 10 base HP. After deck construction, a random card in your deck is selected. If that card is played, this boss takes 1 damage (unless you retreat)."
"159","Titania","true","If you lose a match, a random card in your deck defects."
"160","Typhoid Mary","true","If you lose a match to this boss, all cards on your field with red power are wounded. If you retreat, all cards on your field with red power are captured."
"161","Uatu the Watcher","true","You cannot retreat from this boss after all the locations are revealed."
"162","Ultron","true","After deck construction, look up the card stats for your cards on snap.fan. The card in your deck with the highest win% (in deck) is captured and must be replaced with another card."
"163","Venom","true","This boss has 12 HP. This boss has -1 HP for each Destroy card added to your deck (min 3)."
"164","Viper","true","Gain a random card for this boss fight. You must add that card to your deck. If you play it, one of your cards will be captured at the end of the match."
"165","Vision","true","This boss does takes no damage unless you move one of your cards during the match."
"166","Vulture","true","You must add at least 3 move cards to your deck (if possible)."
"167","Warpath","true","You can only deal damage to this boss if you have one unoccupied location at the end of the match."
"168","Wasp","true","Your deck’s total cost cannot exceed its total power."
"169","Wave","true","This boss does not take damage if you ramp any of your cards during the match."
"170","White Queen","true","One of your highest-cost cards is captured at random. That card becomes an additional boss fight here that you must defeat first. If you deal more than 1 damage to that boss at once, the fight ends and the card returns to your team. If you reduce that boss’s HP to 0, the card is wounded."
"171","White Tiger","true","Your deck may not include cards that create tokens."
"172","Wolfsbane","true","After each match, roll a d12 for each card in your deck. For each card that rolls less than a 3, that card cannot be used in the next match."
"173","Wolverine","true","Each time you lose a match to this boss, increase the number of cards wounded by 1 (starting at 1). "
"174","Wong","true","This boss has 2 HP. This boss gains 1 HP for each on-reveal card in your deck."
"175","Yellowjacket","true","Cards cannot be added to your deck if their cost exceeds their power."
"176","Yondu","true","At the start of each match, eliminate a random card that is not on your team."
"177","Zero","true","This boss does not take damage unless you control a card with no effect at the end of the match."
"178","Helicarrier","true","Draft 3 new cards. This boss has 10 HP."
"179","Ironheart","true","This boss has 15 base HP. At the end of a match, this boss takes 1 damage for each card you control with green power (unless you retreat)."
"180","Miles Morales","true","Your deck can only include cards if you own a variant of them."
"181","M'Baku","true","This boss takes -1 damage unless the match ends with a non-token card on your field that you did not play."
"182","Orka","true","This boss only takes damage if you have at least 16 or more power in a winning location."
"183","Attuma","true","When you lose a match to this boss, you must wound a card from each of your locations where you control more than one card."
"184","Bast","true","Your deck must contain at least three cards with 2 or less POW (if possible)."
"185","Valkyrie","true","Your deck must contain at least 3 cards with exactly 3 POW."
"186","Black Panther","true","Your deck cannot include cards that increase their own POW."
"187","Super-Skrull","true","This boss has 2 HP. This boss gains 1 HP for each ongoing card in your deck."
"188","Shuri","true","This boss takes -1 damage if any of your locations contains more than 20 power."
"189","Kitty Pryde","true","Each time this boss takes damage, a random card on your team is captured."
"190","Shadow King","true","This boss has 12 base HP. This boss has -1 HP for each villain in your deck (min 2.)"
"191","Silver Surfer","true","Your deck must contain at least four 3-cost cards (if possible)."
"192","Dazzler","true","This boss only takes damage if you control equal or more cards compared to the opponent at the end of the match."
"193","Ghost","true","This boss takes -1 damage if you have priority on the last turn of the match."
"194","Sauron","true","Instead of capturing a card, this boss turns a card of your choice into a raptor. Raptors cannot be used in your deck and have a 50% chance of returning to normal at the end of each world."
"195","Sentry","true","This boss takes -1 damage from all sources unless there is a card with negative power on the field at the end of the match. "
"196","Shanna","true","Gain three random 1-cost cards for this boss fight. Those are the only 1-cost cards you can add to your deck during this boss fight."
"197","M.O.D.O.K.","true","All currently captured cards are eliminated."
"198","Hit-Monkey","true","After deck construction, a random card in your deck is selected. If you lose the match, that card will be wounded."
"199","Nebula","true","Your deck must contain as many Guardians of the Galaxy as possible. When you miss with one of the Guardians, a random card on your team is captured (unless you retreat)."
"200","Zabu","true","Your deck must include at least three 4-cost cards."
"201","Galactus","true","After the 6th match of this boss fight, eliminate 10 of your cards at random and end the current world. You advance to the next world, but you must live with the shame of your defeat."
"202","Thanos","true","If the opponent snaps and the snap takes effect, double the cards captured or wounded (stacks with your own snaps)."
"203","Ghost-Spider","true","This boss captures two cards when you retreat, whether or not you snap."
"204","Nimrod","true","After each match, roll a d6 for each card on your field (unless you retreat). If the roll is more than the card’s power, that card is captured."
"205","Knull","true","You must add at least 5 destroy cards to your deck (if possible)."
"206","Stegron","true","This boss takes -1 Damage unless you move one of your opponent’s cards during the match."
"207","Jean Grey","true","After the first deck construction, cards cannot be swapped out against this boss. "
"208","Phoenix Force","true","This boss has the effect of one of your random eliminated cards (if possible). If so, it gains 4 HP."
"209","Jeff the Baby Land Shark","false","This boss does not take damage unless you fist bump emote the opponent and the opponent fist bumps back during the match."
"210","Snowguard","true","This boss does not destroy the location when it arrives."
"211","The Living Tribunal","true","This boss takes no damage unless you have more total power at the end of the match."
"212","Darkhawk","true","This boss’s HP is equal to the number of cards on your team. This boss takes 4X damage."
"213","Howard the Duck","false","After deck construction, name any card. This boss cannot take damage until after the first time your opponent plays a card you name during a match."
"214","Kang","true","You cannot snap against this boss."
"215","Negasonic Teenage Warhead","true","If this boss is defeated with overflow damage, a random card in your deck is eliminated."
"216","Iron Lad","true","Each match, randomize Iron Lad’s boss effect."
"217","Master Mold","true","Gain a clone of Sentinel for this boss fight. Your deck must include it."
"218","Spider-Ham","true","3 random cards on your team become Pigs. Pigs cannot be used in your deck. At the start of each new world, you may return one Pig to normal."
"219","Stature","false","This boss takes -1 Damage unless you discard a card from your hand during the match."
"220","High Evolutionary","true","3 random cards on your team are selected. This boss takes no damage unless at least one of those cards is on the field at the end of the match."
"221","Echo","false","If you play an ongoing card during the match, you cannot retreat."
"222","Silk","false","Your deck must contain exactly one move card (if possible)."
"223","Spider-Man 2099","true","If a wounded card is moved during a match, that card is eliminated."
"224","Legion","true","The next world's locations all become the same as the one this boss destroyed on arrival."
"225","Mirage","false","At the end of each match, a random card on your opponent’s field from their starting deck is selected. Gain a clone of that card that must be included in your deck (if possible). This effect is cumulative."
"226","Daken","true","The first time this boss takes damage, it wounds a random card in your deck."
"227","X-23","true","This boss has 12 base HP. This boss has -1 HP for each X-Man in your deck (min 2)."
"228","Silver Samurai","false","When this boss wounds a card, it wounds one of the lowest POW cards in your deck instead of a random card on the field."
"229","Lady Deathstrike","true","If you lose a match to this boss, any cards on your field with 3 or less power are wounded."
"230","Loki","true","At the end of a match, a random card on your field with the same name as a card on the boss’s field is wounded (unless you retreat)."
"231","Mobius M. Mobius","true","You cannot include cards in your deck that increase or decrease the cost of other cards."
"232","Ravonna Renslayer","false","Your deck must include at least three cards with 1 or less POW."
"233","Alioth","false","This boss’s HP cannot be reduced below 1 until you retreat from at least one match while you have priority (turn 4 or later)."
"234","Elsa Bloodstone","false","This boss has +1 HP for each of your stationed cards in this world."
"235","Black Knight","false","You must add exactly one discard card to your deck."
"236","Werewolf By Night","false","This boss has 3 base HP. After deck construction, give a silver bullet to 2 cards in your deck. T his boss cannot take damage unless you win a location with a card carrying a silver bullet."
"237","Nico Minoru","false","Before deck construction, roll a d6 to determine this boss's effect until the end of the next match: 1: Target a random card on your team. That card cannot be added to your deck this match. 2: If you reveal the first card in a match, it is wounded. 3: Randomize the current location. 4: Target a random card on your team. That card must be added to your deck this match. 5: Target a random card on your team. If it has less than 6 power, send it away. 6: This boss captures/eliminates twice as many cards this match."
"238","Man-Thing","false","This boss's HP is equal to the number of 1, 2, and 3-cost cards in your deck (min 3)."
